date_stamp,date,day,month,year,city,state,location,geo_longitude,geo_latitude,geo_accuracy,shape,summary
41929,10/17/14,17,10,2014,San Anselmo,CA,"San Anselmo, CA",-122.5615032,37.9744323,administrative,Light,Multiple yellow gold orange lights seen by 3 witnesses
41929,10/17/14,17,10,2014,Indianapolis,IN,"Indianapolis, IN",-86.1580447,39.7683795,city,Formation,"Four to five synchronized flashes of white light, moving and circling repeatedly"
41929,10/17/14,17,10,2014,Morgantown,WV,"Morgantown, WV",-79.9558968,39.629526,city,Sphere,"White, orb of light hovers, then darts into Western sky over downtown Morgantown"
41929,10/17/14,17,10,2014,Moselle,MS,"Moselle, MS",-89.2795378,31.5025779,hamlet,Changing,A sky full of UFOs in our sight all night
41929,10/17/14,17,10,2014,Las Vegas,NV,"Las Vegas, NV",-115.149225,36.1662859,city,Oval,I was on patrol when I noticed a strange light in the sky. It was around 749 pm when I noticed a solid bright green light about footbal
41929,10/17/14,17,10,2014,Las Vegas,NV,"Las Vegas, NV",-115.149225,36.1662859,city,Oval,I was on patrol when I noticed a strange light in the sky. It was around 749 pm when I noticed a solid bright green light about footbal
41929,10/17/14,17,10,2014,Jupiter,FL,"Jupiter, FL",-80.12209119,26.926705,administrative,Light,I was walking down the street with two friends and I looked up and seen this bright light and it change into a dimmer light with differ
41929,10/17/14,17,10,2014,Knoxville,TN,"Knoxville, TN",-83.9210261,35.9603948,city,Formation,Several UFO's in Knoxville Tennessee; included is a military helicopter.
41929,10/17/14,17,10,2014,Jupiter,FL,"Jupiter, FL",-80.12209119,26.926705,administrative,Triangle,I was walking back again and me and my friend seen a light grayish in color with a triangler shape. There where light blue lights at th
41929,10/17/14,17,10,2014,Alexandria,NH,"Alexandria, NH",-71.7928579,43.6114624,administrative,Formation,Three Bright Lights Move to Form Large Triangle Formation and Disappear in Succession
41929,10/17/14,17,10,2014,Lancaster,NH,"Lancaster, NH",-71.5697804,44.4887078,administrative,Triangle,"Triangular (boomerang) shaped craft with multiple white lights that suddenly appeared, disappeared, and then reappeared"
41929,10/17/14,17,10,2014,New Hampton,NH,"New Hampton, NH",-71.6542439,43.60563,village,Light,Single light multiplies into 3 over highway then disappears
41929,10/17/14,17,10,2014,Saint Charles,MO,"Saint Charles, MO",-90.4823681,38.783194,city,Circle,Circular craft with red and white lights moving across the sky. It was no airplane.
41929,10/17/14,17,10,2014,Thousand Oaks,CA,"Thousand Oaks, CA",-118.8375937,34.1705609,city,,"Massive, oval shaped UFO using sky camouflage."
41929,10/17/14,17,10,2014,Chesapeake,VA,"Chesapeake, VA",-76.2749399,36.8190369,city,Sphere,At bus stop and looked up at plane. To the left of it appeared to be an orb. The orb was a lot faster and more agile than any plane t
41929,10/17/14,17,10,2014,Macon,GA,"Macon, GA",-83.6324022,32.8406946,city,Sphere,"Pulsating white light, forming a perfect circle of smaller light when it pulsed."
41929,10/17/14,17,10,2014,Celina,TX,"Celina, TX",-96.7844417,33.3245586,hamlet,Circle,Two Strange Amber/Golden Spheres that Flared up into Starlike Shaped Objects.
41929,10/17/14,17,10,2014,Chicago,IL,"Chicago, IL",-87.6244212,41.8755546,city,Flash,Two orbs flashing green and red night time but its seems to be going in a circle like an saucer shape
41929,10/17/14,17,10,2014,Baldwin Park,CA,"Baldwin Park, CA",-117.9662137,34.08033185,city,Light,They are here.
41929,10/17/14,17,10,2014,Miami (Key Biscayne),FL,"Miami (Key Biscayne), FL",-80.16556021,25.73299935,theme_park,Unknown,Trail from a fast traveling object distorts the star lights.
41929,10/17/14,17,10,2014,Lakewood,NJ,"Lakewood, NJ",-74.21219636,40.092024,census,Fireball,I saw a blue fireball shoot down from the sky. The tip was orange and it headed from 10 o'clock to 5 clock towards the ground then it d
41929,10/17/14,17,10,2014,Pittsfield,MA,"Pittsfield, MA",-73.2453824,42.4500846,administrative,Teardrop,Occurred 12:43 am heading SW. White with green perimeter
41929,10/17/14,17,10,2014,Freehold,NJ,"Freehold, NJ",-74.2737573,40.260111,town,Light,Earthbound object.
41929,10/17/14,17,10,2014,Caroline County,VA,"Caroline County, VA",-77.36275192,38.013256,administrative,Fireball,Large fireball orange then green one part shot away ball of light descended
41928,10/16/14,16,10,2014,Colorado Springs,CO,"Colorado Springs, CO",-104.8253485,38.8339578,city,Light,3 lights blinking erratically then synchronized.
41928,10/16/14,16,10,2014,Westlake,LA,"Westlake, LA",-81.9179174,41.4553232,city,Circle,Circular looking craft with bright blue light that changed to white as it looked like it was landing behind the trees.
41928,10/16/14,16,10,2014,Wichita,KS,"Wichita, KS",-97.3375448,37.6922361,city,Light,Meteor type object that made a 180 degree change in direction at amazing speed.
41928,10/16/14,16,10,2014,St. George Island,FL,"St. George Island, FL",-84.8809064,29.6565101,island,Light,"Bright green light sphere with orange/amber circle, emitting 5 additional lights off the coast of St. George Island, Fl."
41928,10/16/14,16,10,2014,Coral Springs,FL,"Coral Springs, FL",-80.26534189,26.26485615,administrative,Triangle,Vermont Boomerang
41928,10/16/14,16,10,2014,Hudson,WI,"Hudson, WI",-92.7568703,44.9746896,city,Sphere,Pulsing red object moving west to east at airliner speed without standard aircraft lighting.
41928,10/16/14,16,10,2014,Buena Park,CA,"Buena Park, CA",-117.9962165,33.870413,city,Oval,6 Dimly Lit Ovals Fly over Buena Park Area as a Cluster then become a V Formation
41928,10/16/14,16,10,2014,Fayetteville,NC,"Fayetteville, NC",-78.8787058,35.0529931,city,Light,Bright red light sitting in the sky
41928,10/16/14,16,10,2014,Franklin,LA,"Franklin, LA",-88.9335327,37.9765409,administrative,Formation,"Lights of large object over Franklin, Louisiana."
41928,10/16/14,16,10,2014,Cut Off,LA,"Cut Off, LA",-90.3381361,29.5427168,administrative,Other,I saw two red dots going in a slant direction.
41928,10/16/14,16,10,2014,Tucson,AZ,"Tucson, AZ",-110.9264759,32.2217422,city,Light,Red light very fast moving across sky then white flash and gone.
41928,10/16/14,16,10,2014,Summerville,GA,"Summerville, GA",-85.3477343,34.480642,administrative,Circle,White circle with a red tint hovering in sky. 2 witnesses.
41928,10/16/14,16,10,2014,East Wilton,ME,"East Wilton, ME",-70.192839,44.6158945,hamlet,Other,Red and white lights for over an hour.
41928,10/16/14,16,10,2014,Tinley Park,IL,"Tinley Park, IL",-87.7844944,41.5733669,administrative,Unknown,"I live in Tinley Park, Illinois. 11/16/2014 around 7:00 pm to past 9:00 pm there were numerous planes &lt;?&gt; in the sky, everywhere"
41928,10/16/14,16,10,2014,Carson City,NV,"Carson City, NV",-119.7674034,39.1637984,city,Unknown,3 lighted object performing loops and shooting up and down over lake at night
41928,10/16/14,16,10,2014,Augusta,ME,"Augusta, ME",-69.7793295,44.3105322,city,Circle,Bright orange globes moving randomly in the western sky during a rainstorm
41928,10/16/14,16,10,2014,Langley,BC,"Langley, BC",-122.65,49.1,administrative,Circle,Round dark black vibrating solid object looking south towards early eve sky caught it in some pictures -it was there then gone
41928,10/16/14,16,10,2014,Bellingham,WA,"Bellingham, WA",-122.4788602,48.754402,city,Sphere,Falling objects/silver sphere.
41928,10/16/14,16,10,2014,Atoka,TN,"Atoka, TN",-89.7781379,35.4411945,administrative,Sphere,There was over 50 small silver spheres floating in the sky. They would spread out and come together in formation and spread out again.
41928,10/16/14,16,10,2014,Burnsville,MN,"Burnsville, MN",-93.2777226,44.7677424,city,Light,"Plume of white mist descending at a 45 degree angle, lasting 10 minutes and dissipated."
41928,10/16/14,16,10,2014,St. Peters,MO,"St. Peters, MO",-90.627881,38.8010514,city,Other,My fiance and I were outside on our deck and turned around to see a craft hovering behind us between the trees of our yard. It had been
41928,10/16/14,16,10,2014,Beverly Hills,MI,"Beverly Hills, MI",-90.2923359,38.7000511,city,Unknown,Three bright lights that appear to be two headlights and a light on the top.
41928,10/16/14,16,10,2014,Romulus,MI,"Romulus, MI",-83.3965995,42.2222614,city,Circle,"Watching my son football practice I noticed all the kids pointing up in the air, so I looked up and saw a helicopter.It was just sittin"
41928,10/16/14,16,10,2014,Albany,OR,"Albany, OR",-123.1059324,44.6365071,city,Fireball,Bright orange light moved accros sky in Albany OR
41928,10/16/14,16,10,2014,Placerville,CA,"Placerville, CA",-120.7963026,38.7307105,city,Sphere,Yellow halo around red sphere almost the size of 1/4 MOON
41927,10/15/14,15,10,2014,Lake Havasu City,AZ,"Lake Havasu City, AZ",-114.3224548,34.483901,city,Fireball,Orange fireball moving e to w dropping small fireballs from the rear.
41927,10/15/14,15,10,2014,Wichita,KS,"Wichita, KS",-97.3375448,37.6922361,city,Rectangle,"Low in sky, rectangle craft, grey, red lights on back, 2 small wings underneath, sounded like a plane taking off."
41927,10/15/14,15,10,2014,Alvin,TX,"Alvin, TX",-95.2441009,29.4238472,city,Unknown,Craft with color changing lights.
41927,10/15/14,15,10,2014,Daly City,CA,"Daly City, CA",-122.4606865,37.688432,city,Other,Bright silver star-like object hovering over San Mateo/San Francisco
41927,10/15/14,15,10,2014,Auburn,WA,"Auburn, WA",-122.2301808,47.3075369,city,Fireball,"Large green fireball sighted over highway in Auburn, WA."
41927,10/15/14,15,10,2014,Loris,SC,"Loris, SC",-78.8903044,34.0562812,city,Light,The fighters rattled my windows.
41927,10/15/14,15,10,2014,Salinas,CA,"Salinas, CA",-121.6560114,36.6777078,city,Light,Extremely fast horizontal trajectory white light
41927,10/15/14,15,10,2014,Flagstaff,AZ,"Flagstaff, AZ",-111.6514259,35.199458,city,Triangle,Three yellow lighted hovered next to my car very close!
41927,10/15/14,15,10,2014,Lorain,OH,"Lorain, OH",-82.1823746,41.452819,city,Triangle,"Five flashing triangular objects viewed from Lorain, Ohio"
41927,10/15/14,15,10,2014,El Segundo,CA,"El Segundo, CA",-118.3836804,33.911731,city,Unknown,Invisible Silent Aircraft (UFO) over LAX on 15 Oct 2014
41927,10/15/14,15,10,2014,Cleveland,OH,"Cleveland, OH",-81.6934446,41.5051613,city,Light,I saw 4 red lights lined up in the sky and they just vanished instantly within seconds
41927,10/15/14,15,10,2014,Ogilvie,MN,"Ogilvie, MN",-93.4263416,45.8321825,city,Cigar,A cigar shaped craft initially was spinning/pinwheeling about it's center emitting bursts of white vapor until it corrected itself.
41927,10/15/14,15,10,2014,Galveston,TX,"Galveston, TX",-94.7945882,29.299328,administrative,Circle,"I was in my patio, and suddenly a lot!! of light with a tail like web spider came across the sky!!. I did took a video and pictures. I"
41927,10/15/14,15,10,2014,Fredericksburg,VA,"Fredericksburg, VA",-77.4605399,38.3031837,city,Flash,"Enormous green and yellow flashing lights were spotted over Fredericksburg, VA over Rt1 around 7:30 pm on the evening of 10/15/14."
41926,10/14/14,14,10,2014,New Berlin,WI,"New Berlin, WI",-88.1090391,42.976453,city,Flash,Huge white surging strobe lights.
41926,10/14/14,14,10,2014,Denver,CO,"Denver, CO",-104.9847034,39.7391536,city,Fireball,Very huge lights flying by really slow huge across the sky; not flying in formation; seem to switch positions.
41926,10/14/14,14,10,2014,Hope,RI,"Hope, RI",-71.5625625,41.7334334,hamlet,Light,"Bright red stationary light, low in sky, never moves and inch, then disappears."
41926,10/14/14,14,10,2014,Vernon,CT,"Vernon, CT",-72.4795296,41.8187095,town,Fireball,"Red flashing orbs traveling very fast/low to ground. cluster of 4 or 5 color changing lights moving slowly, seemed to be getting closer"
41926,10/14/14,14,10,2014,Santa Fe,NM,"Santa Fe, NM",-105.9377997,35.6869996,city,Fireball,"Green Fire Ball Falling New Mexico ((NUFORC Note: Possible meteor, we wonder. PD))"
41926,10/14/14,14,10,2014,Littleton,CO,"Littleton, CO",-105.0166498,39.613321,city,Chevron,"Large, silent V-shaped object traveling North to South"
41926,10/14/14,14,10,2014,Macungie,PA,"Macungie, PA",-75.5551858,40.5159304,administrative,Fireball,Orange flash like a fireball flying through the sky; 6 in all.
41926,10/14/14,14,10,2014,Bozeman,MT,"Bozeman, MT",-111.0446748,45.6799842,city,Light,"Saw ball of light traveling in the sunlight far above while the stars were fully out. Moving quite fast, often changing vectors or wobb"
41926,10/14/14,14,10,2014,Simsbury,CT,"Simsbury, CT",-72.8012211,41.8759152,town,Circle,"A bright solid orange glowing sphere, traveling south southeast to north northwest, slow steady pace, no sound, suddenly goes dark."
41926,10/14/14,14,10,2014,Schenectady,NY,"Schenectady, NY",-74.021672,42.8095455,administrative,Flash,"Flashing blue object traveling at high rate of speed over Schenectady, NY"
41926,10/14/14,14,10,2014,Phenix City,AL,"Phenix City, AL",-85.0007653,32.4709761,town,Light,Large armada of white lights moving slow and silent across the sky.
41926,10/14/14,14,10,2014,Crete,IL,"Crete, IL",24.86141271,35.5083896,administrative,Sphere,"Red/Blue/White lights from one source in SSE Sky south of Crete, Illinois, sudden acceleration after hovering."
41926,10/14/14,14,10,2014,Parishville,NY,"Parishville, NY",-74.8153686,44.6279506,dam,Circle,Orange globe like things in sky.
41926,10/14/14,14,10,2014,Parishville,NY,"Parishville, NY",-74.8153686,44.6279506,dam,Circle,"At 7:45 we pulled in to the driveway coming home from a ride. we heard jets flying over, must of been from fort drum army base."
41926,10/14/14,14,10,2014,Bemidji,MN,"Bemidji, MN",-94.890802,47.4786541,city,Changing,"Multiple unknown craft, moving about, seeming to be doing some sort of recon?"
41926,10/14/14,14,10,2014,Oklahoma City,OK,"Oklahoma City, OK",-97.5170536,35.4729886,city,Changing,Orange/Reddish flying object seen in the Oklahoma City area.
41926,10/14/14,14,10,2014,Denver,CO,"Denver, CO",-104.9847034,39.7391536,city,Circle,"Denver, CO, on a late afternoon clear sky, 5 orbs appeared in the sky, some showing a streak of light before going back to orb shape."
41926,10/14/14,14,10,2014,Euless,TX,"Euless, TX",-97.06673619,32.8465405,city,Other,Me and three others witnessed a very large amount of floating white orbs moving through the sky.
41926,10/14/14,14,10,2014,Fort Collins,CO,"Fort Collins, CO",-105.0668085,40.5508527,city,Other,Started as one ball of light. Quickly moved and then the one ball turned into 3. The 3 seemed to turn into 15 or 18. Maneuvered.
41926,10/14/14,14,10,2014,Whitefield,NH,"Whitefield, NH",-71.6100845,44.3731161,administrative,Changing,I saw a round bright light appear and then disappear and reappear a few seconds later several miles to the north then I saw a small cra
41926,10/14/14,14,10,2014,Cathedral City,CA,"Cathedral City, CA",-116.4640765,33.7810031,administrative,Light,Long straight light or reflection from sun on metal craft. Looked about a mile long and was in the sky above 29 Palms military base.
41926,10/14/14,14,10,2014,North Salt Lake,UT,"North Salt Lake, UT",-111.9068824,40.8485564,city,Rectangle,Rectangular unidentified flying object with possible surveillance vehicle nearby.
41926,10/14/14,14,10,2014,Parker,CO,"Parker, CO",-104.7612638,39.5184514,administrative,Formation,5 almost clear or translucent jets that didn't make noise being chased by one F-16 or military type solid jet.
41926,10/14/14,14,10,2014,Middletown,CT,"Middletown, CT",-72.65155992,41.549566,city,Chevron,V-shape craft with white lights around the perimeter and flashing in sequence.6:50 AM. The craft was traveling from east to west.
41925,10/13/14,13,10,2014,Sarver,PA,"Sarver, PA",-79.7458838,40.7314538,hamlet,Unknown,"Several strange objects of all colors this evening, most I'm sure could be explained away. I'm hoping someone can tell me about this on"
41925,10/13/14,13,10,2014,Palm Desert,CA,"Palm Desert, CA",-116.3825711,33.7288179,city,Light,"Looking W-NW from Palm Desert looking toward Palm Springs a very large and bright white hovered, moved up and to the north toward Joshu"
41925,10/13/14,13,10,2014,Staten Island,NY,"Staten Island, NY",-74.1496048,40.5834557,suburb,Unknown,Fast moving strange light.
41925,10/13/14,13,10,2014,Winifrede,WV,"Winifrede, WV",-81.5567846,38.1914912,hamlet,Triangle,"3 triangle shaped objects lined with lights, in formation, very close, very slow, no noises, and 1 with flashing red light at the end."
41925,10/13/14,13,10,2014,Raymond,ME,"Raymond, ME",-70.4703332,43.9014637,village,Light,Faint oval shaped lights that moved in a pattern formation for over and hour in the clouds of the night sky.
41925,10/13/14,13,10,2014,Reynoldsburg,OH,"Reynoldsburg, OH",-82.8121191,39.9547861,city,Egg,I'm laying out side. And I see a light with a twitch out of the corner of my eye so I kinda watch... And all of a sudden this huge egg
41925,10/13/14,13,10,2014,Anderson,CA,"Anderson, CA",-122.303856,40.445932,city,Oval,White orb/oval object high in the sky with no smoke or sound moving from East to West.
41925,10/13/14,13,10,2014,Northborough,MA,"Northborough, MA",-71.6411786,42.319538,administrative,Circle,Two Circular Objects Traveling in the Sky.
41925,10/13/14,13,10,2014,Molalla,OR,"Molalla, OR",-122.5770322,45.1473445,city,Disk,I was walking early this morning at 6:37 am and stargazing cuz it's almost time for the sun to come up and then you can't stargaze and
41925,10/13/14,13,10,2014,Schulenburg,TX,"Schulenburg, TX",-96.91094438,29.683938,city,Circle,Stationary yellow object in sky.
41925,10/13/14,13,10,2014,Taylorsville,NC,"Taylorsville, NC",-81.1764719,35.9217987,administrative,Sphere,"Light orb of yellow white color, pulsed with rhythm from dim to bright, hummed loudly, static discharge noise, sparks and lightning web"
41925,10/13/14,13,10,2014,Norwood,MA,"Norwood, MA",-71.1994976,42.194543,administrative,Light,"White green and red lights flickering not moving like a plane. ((NUFORC Note: Possible ""twinkling"" star? PD))"
41925,10/13/14,13,10,2014,San Jose,CA,"San Jose, CA",-121.8831349,37.3438502,city,Formation,Formation of red blinking light coming from stars in the sky....
41924,10/12/14,12,10,2014,Boulder,CO,"Boulder, CO",-105.2705456,40.0149856,city,Chevron,"Seven blue square lights seen moving in a chevron formation over Boulder, CO"
41924,10/12/14,12,10,2014,St. George,UT,"St. George, UT",-113.5841313,37.104153,city,Triangle,"Black triangle flying quickly over St. George, Utah."
41924,10/12/14,12,10,2014,Thomaston,GA,"Thomaston, GA",-84.3265855,32.8881879,city,Unknown,"Strange lights over Thomaston, Georgia."
41924,10/12/14,12,10,2014,Myrtle Beach,SC,"Myrtle Beach, SC",-78.8817622,33.6955167,city,Fireball,"Green ball, slowly falling, with a short tail."
41924,10/12/14,12,10,2014,Barryville,NY,"Barryville, NY",-74.911,41.4775904,hamlet,Chevron,"Very bright, very clear boomerang sighting in New York"
41924,10/12/14,12,10,2014,San Antonio,TX,"San Antonio, TX",-98.4951405,29.4246002,city,Light,Strange moving light.
41924,10/12/14,12,10,2014,Virginia Beach,VA,"Virginia Beach, VA",-76.05092502,36.7953025,city,Fireball,Alien triples.
41924,10/12/14,12,10,2014,Greenville,ME,"Greenville, ME",-69.5906101,45.4594907,administrative,Light,"Red/green stationary light NW of Greenville, ME. ((NUFORC Note: Possible ""twinkling"" star? PD))"
41924,10/12/14,12,10,2014,Erie,PA,"Erie, PA",-80.085239,42.129461,city,Disk,"Huge dark disk slowly rotates over Erie, Pa"
41924,10/12/14,12,10,2014,Winterville,NC,"Winterville, NC",-77.4010762,35.5290511,administrative,Formation,Slow moving white lights.
41924,10/12/14,12,10,2014,Brandon,FL,"Brandon, FL",-82.2859247,27.937801,city,Disk,FAST disc of bluish/white light.
41924,10/12/14,12,10,2014,Wilmington,DE,"Wilmington, DE",-75.546589,39.7459468,city,Light,"Lots of pulsing red lights flying in formation, against the wind, south of the Philadelphia metro area"
41924,10/12/14,12,10,2014,Wilmington,DE,"Wilmington, DE",-75.546589,39.7459468,city,Light,Cluster of orange/red pulsating lights vicinity of Philadelphia Airport
41924,10/12/14,12,10,2014,Fishkill,NY,"Fishkill, NY",-73.898702,41.5355745,administrative,Sphere,"Orange glowing object stationary in sky over Beacon, Newburgh, NY."
41924,10/12/14,12,10,2014,Batavia,NY,"Batavia, NY",-78.1875515,42.9980144,city,Light,"Airliner ""foo fighter?"" Bright point of light plays with airliner."
41924,10/12/14,12,10,2014,Frankfort,IL,"Frankfort, IL",-84.8732836,38.2009055,city,Diamond,I saw a Diamond shaped object....orange on top...dark on bottom...heading quickly north
41924,10/12/14,12,10,2014,Reno,NV,"Reno, NV",-119.8136744,39.52927,city,Chevron,V-shaped object hovering over Reno Nevada.
41924,10/12/14,12,10,2014,Dunlap,IL,"Dunlap, IL",-119.1209469,36.738281,hamlet,Oval,UFO seen flying overhead by couple on rural property
41924,10/12/14,12,10,2014,New York City (Manhattan),NY,"New York City (Manhattan), NY",-74.00083221,40.7393142,church,Other,White orb travels east across lower Manhattan.
41924,10/12/14,12,10,2014,Rochester,NH,"Rochester, NH",-70.9753629,43.3050631,city,Diamond,"Like a star 2000 feet up same speed as a plane no sound or trail, solid light."
41924,10/12/14,12,10,2014,Prescott,AZ,"Prescott, AZ",-112.4685025,34.5400242,city,Light,Three UFO sightings in AZ within a week. All lights. I'd never seen one before!
41924,10/12/14,12,10,2014,Waldorf,MD,"Waldorf, MD",-76.90631597,38.635043,administrative,Circle,3 white lights hovering over my neighborhood then started to land.
41924,10/12/14,12,10,2014,El Mirage,AZ,"El Mirage, AZ",-112.3244866,33.6130338,city,Circle,"1-3 orange lights, over a short period of time. West sky from West Valley area of Phoenix."
41924,10/12/14,12,10,2014,Haleakala / Kahului,HI,"Haleakala / Kahului, HI",-156.4268284,20.886058,tertiary,Light,Light over Haleakala.
41924,10/12/14,12,10,2014,Haleakala / Kahului,HI,"Haleakala / Kahului, HI",-156.4268284,20.886058,tertiary,Light,Light over Haleakala.
41923,10/11/14,11,10,2014,St. Louis,MO,"St. Louis, MO",-90.1978889,38.6272733,city,Fireball,"A dozen fire colored lights move in straight pattern 6 at a time like a squadron, then fade away."
41923,10/11/14,11,10,2014,Black River Falls,WI,"Black River Falls, WI",-90.8484137,44.2952152,city,Triangle,At first there were lights in the air think it was a air plane but then I saw 2 more in a triangle formation moving over the head of my
41923,10/11/14,11,10,2014,Ravenna,OH,"Ravenna, OH",-81.2420473,41.1575566,city,Unknown,"2 ufos with red, white and green flashing lights observed by 3 people"
41923,10/11/14,11,10,2014,West Chester,OH,"West Chester, OH",-84.408275,39.3303357,hamlet,Unknown,Flashes of light in the northern sky that lasted about 30min around 10PM on 10/11/14.
41923,10/11/14,11,10,2014,Oregon City,OR,"Oregon City, OR",-122.6067583,45.3573429,city,Circle,Bright ball of yellow light flying past window
41923,10/11/14,11,10,2014,Fairlawn,OH,"Fairlawn, OH",-81.6262051,41.1326644,city,Circle,Orange balls in line moving slowly north to south
41923,10/11/14,11,10,2014,Ashland,OR,"Ashland, OR",-122.7153995,42.1972487,city,Triangle,Three bright orange lights appeared in the SSW. They did not move or change their formation. After about 2 minutes observation the
41923,10/11/14,11,10,2014,Baltimore,MD,"Baltimore, MD",-76.6108073,39.2908608,city,Unknown,Bright green red and yellow.
41923,10/11/14,11,10,2014,Jonestown,PA,"Jonestown, PA",-76.30702717,41.1264315,administrative,Circle,Orange bright light that went across the sky at a slow pace. Flickered out after two minutes and disappeared
41923,10/11/14,11,10,2014,Clarksville,AR,"Clarksville, AR",-93.48229493,35.459903,city,Circle,Orange ball of light dropping a red object.
41923,10/11/14,11,10,2014,Ferndale,WA,"Ferndale, WA",-122.5897235,48.8466698,administrative,Light,Blue-ish solid light over Ferndale.
41923,10/11/14,11,10,2014,Cumming,GA,"Cumming, GA",-84.1401926,34.2073196,administrative,Light,"I was sitting on my front porch when 2 large very bright lights/objects, one behind the other, appeared in the W sky."
41923,10/11/14,11,10,2014,Pittsburgh,PA,"Pittsburgh, PA",-79.9900861,40.4416941,city,Light,"String of Red Lights at Elevation, Spanning 40 Degrees, in the vicinity of the Allegheny County Airport."
41923,10/11/14,11,10,2014,Lorain,OH,"Lorain, OH",-82.1823746,41.452819,city,Light,Red flickering objects.
41923,10/11/14,11,10,2014,Pearl River,NY,"Pearl River, NY",-74.0218967,41.0586333,administrative,Sphere,Driving northbound on Orangeburg Rd toward Pearl River passing over the resivpr. We saw an upside down v formation of 4 pairs of orang
41923,10/11/14,11,10,2014,Los Angeles,CA,"Los Angeles, CA",-118.2427025,34.0536781,city,Sphere,Star like ufos + low altitude sighting.
41923,10/11/14,11,10,2014,Windham,VT,"Windham, VT",-72.7634259,43.0028875,administrative,Circle,"First sighting: really bright orange light shone through the trees and then was observed clearly, just hovering in the sky."
41923,10/11/14,11,10,2014,Louisville,KY,"Louisville, KY",-85.759407,38.2542376,city,Other,V-shaped ufo blue lights.
41923,10/11/14,11,10,2014,Louisville,KY,"Louisville, KY",-85.759407,38.2542376,city,Other,"At 6:22 am, saw a ufo over the Brooks Exit, going to Shephersville, KY. It was v shaped blue lights."
41922,10/10/14,10,10,2014,Panama City Beach,FL,"Panama City Beach, FL",-85.8054879,30.1765914,city,Circle,Exactly at where you would see the sun set huge extremely radiant green ball of light curved through the sky and went straight into the
41922,10/10/14,10,10,2014,Salem,OR,"Salem, OR",-123.033121,44.9391565,city,Unknown,3 bright dots Salem.
41922,10/10/14,10,10,2014,River Falls,WI,"River Falls, WI",-92.6265897,44.8595111,city,Other,"It was a large, hexagonal object floating fast directly above my house."
41922,10/10/14,10,10,2014,Lawrenceville,GA,"Lawrenceville, GA",-83.9879625,33.9562149,administrative,Circle,"One light in the sky acting strange. Moving then stopping mid air. Flashing red light, two small green lights on either side."
41922,10/10/14,10,10,2014,Middleburg,FL,"Middleburg, FL",-81.90363734,30.0557025,locality,Triangle,"I was taking my dog out about 9:30 pm, and I noticed blinking lights hovering in the sky with a few lights coming of the sides and movi"
41922,10/10/14,10,10,2014,Muskego,WI,"Muskego, WI",-88.1389779,42.905848,city,Fireball,Five bright red lights in the sky that flew fast and slowly faded away.
41922,10/10/14,10,10,2014,Kalamazoo,MI,"Kalamazoo, MI",-85.5872286,42.291707,city,Fireball,"Hovering fireball type object seen in the southern skies of Kalamazoo on Friday Oct. 10th, 2014 9:15pm"
41922,10/10/14,10,10,2014,Auburn,ME,"Auburn, ME",-70.2311655,44.0978509,city,Oval,Oval space craft with white beam.
41922,10/10/14,10,10,2014,League City,TX,"League City, TX",-95.0949303,29.5074538,city,Other,2 red/2 green octagon shaped object in sky.
41922,10/10/14,10,10,2014,San Anselmo,CA,"San Anselmo, CA",-122.5615032,37.9744323,administrative,Light,18 luminous objects seen in a one minute sighting
41922,10/10/14,10,10,2014,Chattanooga,TN,"Chattanooga, TN",-85.3096801,35.0456297,city,Triangle,Black triangle traveling at low altitude and hovering.
41922,10/10/14,10,10,2014,Oxford,MI,"Oxford, MI",-89.5187664,34.3664127,city,Cigar,Five orange colored lighted objects in Western sky
41922,10/10/14,10,10,2014,Shirley,NY,"Shirley, NY",-78.9136452,42.5767271,hamlet,Unknown,"20:50 10/10/14 Shirley NY 2 lights going south to north, visible for 5 minutes"
41922,10/10/14,10,10,2014,Woodville,TX,"Woodville, TX",-94.42433179,30.7749415,administrative,Sphere,Bright white greenish object zig-zagged across sky.
41922,10/10/14,10,10,2014,Branchport,NY,"Branchport, NY",-77.1538624,42.5986805,hamlet,Light,"Two orange lights, larger than a star, about 15 minutes apart, moving NE to SW, second actually three lights in 10x50 binoculars."
41922,10/10/14,10,10,2014,Santa Barbara,CA,"Santa Barbara, CA",-119.7029107,34.4004935,city,Flash,Pulse of green streaking through sky very quicky for short duration. ((NUFORC Note: Possible meteor? PD))
41922,10/10/14,10,10,2014,Atlanta,GA,"Atlanta, GA",-84.3901849,33.7490987,city,Sphere,Large stationary high altitude object above SW Atlanta Sky in broad daylight
41922,10/10/14,10,10,2014,Stockbridge,GA,"Stockbridge, GA",-84.2338093,33.5442781,city,Sphere,Spherical metallic object hovering over Stockbridge
41922,10/10/14,10,10,2014,Fresno,CA,"Fresno, CA",-119.7148396,36.748793,city,Teardrop,I was driving on the Highway 99 and it fell from the sky like a teardrop orangestraight line and attached a long fatter line of red col
41921,10/9/14,9,10,2014,Miami,FL,"Miami, FL",-80.1936589,25.7742658,city,Light,"Bright Light seen zig-zagging down in Miami, Florida 10/10/14"
41921,10/9/14,9,10,2014,East Hanover,NJ,"East Hanover, NJ",-74.3648731,40.8200998,town,Circle,Circular blue UFO.
41921,10/9/14,9,10,2014,Clifton,OH,"Clifton, OH",-83.8254829,39.7970043,administrative,Changing,2 Floating balls of white light.
